line_num,line,parse,parse_all,meter,meter_all,num_parses,num_viols__bestparse,num_viols__allparses_sum,num_viols__allparses_mean,score_viols__bestparse,score_viols__allparses_sum,score_viols__allparses_mean,num_sylls,num_words,[*strength.w=>-p/1]__bestparse,[*strength.w=>-p/1]__allparses_sum,[*strength.w=>-p/1]__allparses_mean,[*stress.s=>-u/1]__bestparse,[*stress.s=>-u/1]__allparses_sum,[*stress.s=>-u/1]__allparses_mean,[*stress.w=>-p/1]__bestparse,[*stress.w=>-p/1]__allparses_sum,[*stress.w=>-p/1]__allparses_mean,[*footmin-w-resolution/1]__bestparse,[*footmin-w-resolution/1]__allparses_sum,[*footmin-w-resolution/1]__allparses_mean,[*footmin-f-resolution/1]__bestparse,[*footmin-f-resolution/1]__allparses_sum,[*footmin-f-resolution/1]__allparses_mean,hayes_score
41,"But if thou live, remember'd not to be,",BUT*|if.thou|LIVE|re|MEM|ber'd|NOT|to|BE,BUT*|if.thou|LIVE|re|MEM|ber'd|NOT|to|BE    but|IF*|thou|LIVE|re|MEM|ber'd|NOT|to|BE    BUT*|if.thou|LIVE|re|MEM|ber'd|NOT|to.be    but|IF*|thou|LIVE|re|MEM|ber'd|NOT|to.be,swwswswsws,swwswswsws    wswswswsws    swwswswsww    wswswswsww,4,1,4,1.0,1,4,1.0,10,8,0,0,0.0,1,4,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.75
42,Die single and thine image dies with thee.,DIE.SIN*|gle|AND*|thine|I|mage|DIES|with.thee,DIE.SIN*|gle|AND*|thine|I|mage|DIES|with.thee    die*|SIN|gle|AND*|thine|I|mage|DIES|with.thee,sswswswsww,sswswswsww    wswswswsww,2,2,4,2.0,2,4,2.0,10,8,0,0,0.0,1,2,1.0,0,1,0.5,0,0,0.0,1,1,0.5,5.09
43,"Unthrifty loveliness, why dost thou spend",unt|HRIF|ty|LO|ve.liness*|WHY|dost.thou|SPEND,unt|HRIF|ty|LO|ve.liness*|WHY|dost.thou|SPEND    unt|HRIF|ty|LO|ve|LINESS*|why|DOST|thou|SPEND,wswswwswws,wswswwswws    wswswswsws,2,1,2,1.0,1,2,1.0,10,6,0,0,0.0,0,1,0.5,0,0,0.0,1,1,0.5,0,0,0.0,8.4
44,Upon thy self thy beauty's legacy?,u|PON|thy|SELF|thy|BEA|uty's|LE|ga|CY*,u|PON|thy|SELF|thy|BEA|uty's|LE|ga|CY*    u|PON|thy|SELF|thy|BEA|uty's|LE|ga.cy*    u|PON|thy|SELF|thy|BEA|uty's|LE.GA*|cy,wswswswsws,wswswswsws    wswswswsww    wswswswssw,3,1,3,1.0,1,3,1.0,10,6,0,0,0.0,1,2,0.6666666666666666,0,0,0.0,0,1,0.3333333333333333,0,0,0.0,2.47
45,"Nature's bequest gives nothing, but doth lend,",NA|ture's.be*|QUEST|gives*|NOT|hing|BUT*|doth|LEND,NA|ture's.be*|QUEST|gives*|NOT|hing|BUT*|doth|LEND    NA.TURE'S*|be|QUEST|gives*|NOT|hing|BUT*|doth|LEND,swwswswsws,swwswswsws    sswswswsws,2,3,6,3.0,3,6,3.0,10,7,0,0,0.0,1,3,1.5,1,2,1.0,0,0,0.0,1,1,0.5,8.56
46,And being frank she lends to those are free:,and|BE|ing|FRANK|she|LENDS|to|THOSE*|are|FREE,and|BE|ing|FRANK|she|LENDS|to|THOSE*|are|FREE,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,9,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.47
47,"Then, beauteous niggard, why dost thou abuse",then|BEA|uteous|NIG|gard|WHY|dost|THOU*|a|BUSE,then|BEA|uteous|NIG|gard|WHY|dost|THOU*|a|BUSE    then|BEA|uteous|NIG|gard|WHY.DOST*|thou.a*|BUSE    then|BEA|uteous|NIG|gard.why*|DOST|thou.a*|BUSE,wswswswsws,wswswswsws    wswswsswws    wswswwswws,3,1,5,1.6666666666666667,1,5,1.6666666666666667,10,7,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,4,1.3333333333333333,10.41
48,The bounteous largess given thee to give?,the|BOUN|teous|LAR|gess|GI|ven|THEE*|to|GIVE,the|BOUN|teous|LAR|gess|GI|ven|THEE*|to|GIVE    the|BOUN|teous|LAR|gess|GI.VEN*|thee.to|GIVE,wswswswsws,wswswswsws    wswswsswws,2,1,2,1.0,1,2,1.0,10,7,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1.07
49,"Profitless usurer, why dost thou use",PRO|fi.tless*|U|su.rer*|WHY|dost.thou|USE,PRO|fi.tless*|U|su.rer*|WHY|dost.thou|USE    PRO.FI*|tless|U|su.rer*|WHY|dost.thou|USE    PRO|fi.tless*|U|su|RER*|why|DOST|thou|USE    PRO.FI*|tless|U|su|RER*|why|DOST|thou|USE,swwswwswws,swwswwswws    sswswwswws    swwswswsws    sswswswsws,4,2,8,2.0,2,8,2.0,10,6,0,0,0.0,0,4,1.0,0,0,0.0,2,4,1.0,0,0,0.0,11.62
50,"So great a sum of sums, yet canst not live?",so|GREAT|a|SUM|of|SUMS|yet|CANST|not|LIVE,so|GREAT|a|SUM|of|SUMS|yet|CANST|not|LIVE,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,10,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.51
51,"For having traffic with thy self alone,",for|HA|ving|TRAF|fic|WITH*|thy|SELF|a|LONE,for|HA|ving|TRAF|fic|WITH*|thy|SELF|a|LONE    for|HA|ving|TRAF.FIC*|with.thy|SELF|a|LONE,wswswswsws,wswswswsws    wswsswwsws,2,1,2,1.0,1,2,1.0,10,7,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.28
52,Thou of thy self thy sweet self dost deceive:,THOU*|of.thy|SELF|thy|SWEET|self*|DOST|de|CEIVE,THOU*|of.thy|SELF|thy|SWEET|self*|DOST|de|CEIVE    thou|OF*|thy|SELF|thy|SWEET|self*|DOST|de|CEIVE    THOU*|of.thy|SELF|thy|SWEET.SELF*|dost.de*|CEIVE    thou|OF*|thy|SELF|thy|SWEET.SELF*|dost.de*|CEIVE    THOU*|of.thy|SELF|thy|SWEET.SELF*|dost|DE.CEIVE*    thou|OF*|thy|SELF|thy|SWEET.SELF*|dost|DE.CEIVE*,swwswswsws,swwswswsws    wswswswsws    swwswsswws    wswswsswws    swwswsswss    wswswsswss,6,2,18,3.0,2,18,3.0,10,9,0,0,0.0,1,8,1.3333333333333333,1,2,0.3333333333333333,0,2,0.3333333333333333,0,6,1.0,5.41
53,"Then how when nature calls thee to be gone,",THEN|how.when|NA|ture|CALLS|thee.to|BE|gone*,THEN|how.when|NA|ture|CALLS|thee.to|BE|gone*    THEN|how.when|NA|ture|CALLS|thee.to|BE.GONE*    THEN|how.when|NA|ture|CALLS|thee|TO*|be|GONE,swwswswwsw,swwswswwsw    swwswswwss    swwswswsws,3,1,3,1.0,1,3,1.0,10,9,0,0,0.0,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,1,0.3333333333333333,1.16
54,What acceptable audit canst thou leave?,WHAT|ac|CEP|ta.ble*|AU|dit|CANST|thou|LEAVE,WHAT|ac|CEP|ta.ble*|AU|dit|CANST|thou|LEAVE    WHAT|ac|CEP|ta|BLE.AU*|dit|CANST|thou|LEAVE    what|AC*|cep*|TA*|ble|AU|dit|CANST|thou|LEAVE,swswwswsws,swswwswsws    swswsswsws    wswswswsws,3,1,7,2.3333333333333335,1,7,2.3333333333333335,10,6,0,1,0.3333333333333333,0,3,1.0,0,1,0.3333333333333333,1,1,0.3333333333333333,0,1,0.3333333333333333,0.88
55,"Thy unused beauty must be tombed with thee,",THY*|u|NUSED.BEA*|uty|MUST|be|TOMBED|with.thee,THY*|u|NUSED.BEA*|uty|MUST|be|TOMBED|with.thee    thy.u*|NUSED.BEA*|uty|MUST|be|TOMBED|with.thee    thy|U*|nused*|BEA|uty|MUST|be|TOMBED|with.thee    thy.u*|NUSED|bea.uty*|MUST|be|TOMBED|with.thee,swsswswsww,swsswswsww    wwsswswsww    wswswswsww    wwswwswsww,4,2,11,2.75,2,11,2.75,10,8,0,2,0.5,1,2,0.5,0,2,0.5,0,1,0.25,1,4,1.0,2.56
56,"Which, used, lives th' executor to be.",WHICH|used*|LIVES|th.e*|XE|cu|TOR*|to|BE,WHICH|used*|LIVES|th.e*|XE|cu|TOR*|to|BE    WHICH|used*|LIVES|th.e*|XE|cu|TOR*|to.be    which|USED|lives*|TH*|e|XE|cu|TOR*|to|BE    which|USED.LIVES*|th.e*|XE|cu|TOR*|to|BE    which|USED|lives*|TH*|e|XE|cu|TOR*|to.be    which|USED.LIVES*|th.e*|XE|cu|TOR*|to.be    which|USED.LIVES*|th|E.XE*|cu|TOR*|to|BE    which|USED.LIVES*|th|E.XE*|cu|TOR*|to.be,swswwswsws,swswwswsws    swswwswsww    wswswswsws    wsswwswsws    wswswswsww    wsswwswsww    wsswsswsws    wsswsswsww,8,3,26,3.25,3,26,3.25,10,7,0,0,0.0,1,12,1.5,1,4,0.5,0,2,0.25,1,8,1.0,4.72
57,"Those hours, that with gentle work did frame",those|HO|urs|THAT|with|GEN|tle|WORK|did|FRAME,those|HO|urs|THAT|with|GEN|tle|WORK|did|FRAME    those|HOURS|that.with|GEN|tle|WORK|did|FRAME,wswswswsws,wswswswsws    wswwswsws,2,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2.8
58,"The lovely gaze where every eye doth dwell,",the|LO|vely|GAZE|where|E|very|EYE|doth|DWELL,the|LO|vely|GAZE|where|E|very|EYE|doth|DWELL,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2.9
59,Will play the tyrants to the very same,will|PLAY|the|TY|rants|TO*|the|VE|ry|SAME,will|PLAY|the|TY|rants|TO*|the|VE|ry|SAME    will|PLAY|the|TY.RANTS*|to.the|VE|ry|SAME,wswswswsws,wswswswsws    wswsswwsws,2,1,2,1.0,1,2,1.0,10,8,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.88
60,And that unfair which fairly doth excel;,and|THAT|un|FAIR|which|FAIR|ly|DOTH*|ex|CEL,and|THAT|un|FAIR|which|FAIR|ly|DOTH*|ex|CEL,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,7,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1.35
61,For never-resting time leads summer on,for|NEVER-NE|ver|-|resting|TIME|leads*|SUM|mer|ON*,for|NEVER-NE|ver|-|resting|TIME|leads*|SUM|mer|ON*    for|NEVER-NE|ver|-|resting|TIME|leads*|SUM|mer.on*    for|NEVER-NE|ver|-|resting|TIME|leads*|SUM.MER*|on,wswswswsws,wswswswsws    wswswswsww    wswswswssw,3,2,6,2.0,2,6,2.0,10,6,0,0,0.0,1,2,0.6666666666666666,1,3,1.0,0,0,0.0,0,1,0.3333333333333333,6.25
62,"To hideous winter, and confounds him there;",to|HI|deous|WIN|ter|AND*|con|FOUNDS|him.there,to|HI|deous|WIN|ter|AND*|con|FOUNDS|him.there,wswswswsww,wswswswsww,1,1,1,1.0,1,1,1.0,10,7,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,7.28
63,"Sap checked with frost, and lusty leaves quite gone,",SAP.CHECKED*|with|FROST|and|LUS|ty|LEAVES|quite*|GONE,SAP.CHECKED*|with|FROST|and|LUS|ty|LEAVES|quite*|GONE    sap*|CHECKED|with|FROST|and|LUS|ty|LEAVES|quite*|GONE,sswswswsws,sswswswsws    wswswswsws,2,2,4,2.0,2,4,2.0,10,9,0,0,0.0,0,0,0.0,1,3,1.5,0,0,0.0,1,1,0.5,4.84
64,Beauty o'er-snowed and bareness every where:,BEA|uty|O'ER-O.'ER-SNOWED*|and|BA|reness|E|very|WHERE,BEA|uty|O'ER-O.'ER-SNOWED*|and|BA|reness|E|very|WHERE    BEA|uty|O'ER-O|'er-snowed.and*|BA|reness|E|very|WHERE    BEA|uty.o'er-o*|'ER-SNOWED|and|BA|reness|E|very|WHERE    BEA|uty|O'ER-O|'er-snowed*|AND*|ba.reness*|E|very|WHERE    bea*|UTY*|o'er-o*|'ER-SNOWED|and|BA|reness|E|very|WHERE,swsswswsws,swsswswsws    swswwswsws    swwswswsws    swswswwsws    wswswswsws,5,1,13,2.6,1,13,2.6,10,6,0,2,0.4,0,2,0.4,0,6,1.2,1,1,0.2,0,2,0.4,7.14
65,"Then were not summer's distillation left,",THEN|were.not|SUM|mer's|DIS|til|LA|tion|LEFT,THEN|were.not|SUM|mer's|DIS|til|LA|tion|LEFT,swwswswsws,swwswswsws,1,0,0,0.0,0,0,0.0,10,6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.88
66,"A liquid prisoner pent in walls of glass,",a|LI|quid|PRI|soner|PENT|in|WALLS|of|GLASS,a|LI|quid|PRI|soner|PENT|in|WALLS|of|GLASS,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.6
67,"Beauty's effect with beauty were bereft,",BEA|uty's.ef*|FECT|with|BEA|uty|WERE*|be|REFT,BEA|uty's.ef*|FECT|with|BEA|uty|WERE*|be|REFT    BEA|uty's|EF|fect.with*|BEA|uty|WERE*|be|REFT    BEA|uty's|EF.FECT*|with|BEA|uty|WERE*|be|REFT    BEA.UTY'S*|ef|FECT|with|BEA|uty|WERE*|be|REFT    bea*|UTY'S*|ef|FECT|with|BEA|uty|WERE*|be|REFT,swwswswsws,swwswswsws    swswwswsws    swsswswsws    sswswswsws    wswswswsws,5,2,14,2.8,2,14,2.8,10,6,0,1,0.2,1,8,1.6,0,1,0.2,0,2,0.4,1,2,0.4,4.48
68,"Nor it, nor no remembrance what it was:",nor|IT|nor|NO|re|MEM|brance|WHAT|it.was,nor|IT|nor|NO|re|MEM|brance|WHAT|it.was,wswswswsww,wswswswsww,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.35
69,"But flowers distill'd, though they with winter meet,",but|FLOWERS|dis|TILL'D|though|THEY|with|WIN|ter|MEET,but|FLOWERS|dis|TILL'D|though|THEY|with|WIN|ter|MEET,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.92
70,Leese but their show; their substance still lives sweet.,LEESE|but.their|SHOW|their|SUBS|tance|STILL|lives*|SWEET,LEESE|but.their|SHOW|their|SUBS|tance|STILL|lives*|SWEET,swwswswsws,swwswswsws,1,1,1,1.0,1,1,1.0,10,9,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,8.47
71,"Then let not winter's ragged hand deface,",then|LET|not|WIN|ter's|RAG|ged|HAND|de|FACE,then|LET|not|WIN|ter's|RAG|ged|HAND|de|FACE,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.79
72,"In thee thy summer, ere thou be distill'd:",IN|thee.thy|SUM|mer|ERE|thou|BE|dis|TILL'D,IN|thee.thy|SUM|mer|ERE|thou|BE|dis|TILL'D,swwswswsws,swwswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4.3
73,Make sweet some vial; treasure thou some place,MAKE.SWEET*|some|VI|al|TREA|sure|THOU*|some|PLACE,MAKE.SWEET*|some|VI|al|TREA|sure|THOU*|some|PLACE    MAKE.SWEET*|some|VI|al|TREA.SURE*|thou.some|PLACE    make*|SWEET|some|VI|al|TREA|sure|THOU*|some|PLACE    make*|SWEET|some|VI|al|TREA.SURE*|thou.some|PLACE    MAKE.SWEET*|some|VI|al|TREA|sure.thou*|SOME|place*    MAKE.SWEET*|some|VI|al|TREA|sure.thou*|SOME.PLACE*    make*|SWEET|some|VI|al|TREA|sure.thou*|SOME|place*    make*|SWEET|some|VI|al|TREA|sure.thou*|SOME.PLACE*,sswswswsws,sswswswsws    sswswsswws    wswswswsws    wswswsswws    sswswswwsw    sswswswwss    wswswswwsw    wswswswwss,8,2,20,2.5,2,20,2.5,10,8,0,0,0.0,1,4,0.5,0,6,0.75,0,0,0.0,1,10,1.25,8.53
74,With beauty's treasure ere it be self-kill'd.,with|BEA|uty's|TREA|sure|ERE|it|BE|self-self*|-KILL'D,with|BEA|uty's|TREA|sure|ERE|it|BE|self-self*|-KILL'D    with|BEA|uty's|TREA|sure|ERE|it.be|SELF-SELF|-kill'd*    with|BEA|uty's|TREA|sure|ERE|it.be|SELF-SELF.-KILL'D*,wswswswsws,wswswswsws    wswswswwsw    wswswswwss,3,1,3,1.0,1,3,1.0,10,7,0,0,0.0,0,0,0.0,1,2,0.6666666666666666,0,1,0.3333333333333333,0,0,0.0,6.04
75,"That use is not forbidden usury,",that|USE|is|NOT|for|BID|den|U|su|RY*,that|USE|is|NOT|for|BID|den|U|su|RY*    that|USE|is|NOT|for|BID|den|U|su.ry*,wswswswsws,wswswswsws    wswswswsww,2,1,2,1.0,1,2,1.0,10,6,0,0,0.0,1,1,0.5,0,0,0.0,0,1,0.5,0,0,0.0,1.96
76,Which happies those that pay the willing loan;,which|HAP|pies|THOSE*|that|PAY|the|WIL|ling|LOAN,which|HAP|pies|THOSE*|that|PAY|the|WIL|ling|LOAN    which|HAP.PIES*|those.that|PAY|the|WIL|ling|LOAN    which|HAP|pies.those*|THAT.PAY*|the|WIL|ling|LOAN,wswswswsws,wswswswsws    wsswwswsws    wswwsswsws,3,1,4,1.3333333333333333,1,4,1.3333333333333333,10,8,0,0,0.0,1,2,0.6666666666666666,0,0,0.0,0,0,0.0,0,2,0.6666666666666666,0.28
77,"That's for thy self to breed another thee,",THAT'S*|for.thy|SELF|to|BREED|a|NOT|her|THEE*,THAT'S*|for.thy|SELF|to|BREED|a|NOT|her|THEE*    THAT'S*|for.thy|SELF|to|BREED|a|NOT|her.thee*    THAT'S*|for.thy|SELF|to|BREED|a|NOT.HER*|thee    that's|FOR*|thy|SELF|to|BREED|a|NOT|her|THEE*    that's|FOR*|thy|SELF|to|BREED|a|NOT|her.thee*    that's|FOR*|thy|SELF|to|BREED|a|NOT.HER*|thee,swwswswsws,swwswswsws    swwswswsww    swwswswssw    wswswswsws    wswswswsww    wswswswssw,6,2,12,2.0,2,12,2.0,10,8,0,0,0.0,2,10,1.6666666666666667,0,0,0.0,0,0,0.0,0,2,0.3333333333333333,0.47
78,"Or ten times happier, be it ten for one;",or|TEN|times*|HAP|pier|BE|it|TEN|for.one,or|TEN|times*|HAP|pier|BE|it|TEN|for.one,wswswswsww,wswswswsww,1,1,1,1.0,1,1,1.0,10,9,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,5.94
79,"Ten times thy self were happier than thou art,",TEN.TIMES*|thy|SELF|were|HAP|pi|ER*|than.thou|ART,TEN.TIMES*|thy|SELF|were|HAP|pi|ER*|than.thou|ART    ten*|TIMES|thy|SELF|were|HAP|pi|ER*|than.thou|ART    TEN.TIMES*|thy|SELF|were|HAP|pier|THAN*|thou|ART    TEN.TIMES*|thy|SELF|were|HAP.PIER*|than.thou|ART    ten*|TIMES|thy|SELF|were|HAP|pier|THAN*|thou|ART    ten*|TIMES|thy|SELF|were|HAP.PIER*|than.thou|ART    TEN.TIMES*|thy|SELF|were|HAP|pier|THAN*|thou.art    ten*|TIMES|thy|SELF|were|HAP|pier|THAN*|thou.art,sswswswswws,sswswswswws    wswswswswws    sswswswsws    sswswsswws    wswswswsws    wswswsswws    sswswswsww    wswswswsww,8,2,16,2.0,2,16,2.0,11,9,0,0,0.0,1,8,1.0,0,4,0.5,0,0,0.0,1,4,0.5,4.27
80,If ten of thine ten times refigur'd thee:,if|TEN|of.thine|TEN.TIMES*|re|FI|gur'd|THEE*,if|TEN|of.thine|TEN.TIMES*|re|FI|gur'd|THEE*    if|TEN|of.thine|TEN.TIMES*|re|FI|gur'd.thee*    if|TEN|of.thine|TEN.TIMES*|re|FI.GUR'D*|thee    if|TEN|of|THINE*|ten*|TIMES|re|FI|gur'd|THEE*    if|TEN|of|THINE*|ten*|TIMES|re|FI|gur'd.thee*    if|TEN|of|THINE*|ten*|TIMES|re|FI.GUR'D*|thee,wswwsswsws,wswwsswsws    wswwsswsww    wswwsswssw    wswswswsws    wswswswsww    wswswswssw,6,2,15,2.5,2,15,2.5,10,8,0,0,0.0,1,7,1.1666666666666667,0,3,0.5,0,0,0.0,1,5,0.8333333333333334,5.28
81,"Then what could death do if thou shouldst depart,",THEN|what|COULD|death*|DO|if.thou|SHOULDST|de|PART,THEN|what|COULD|death*|DO|if.thou|SHOULDST|de|PART    THEN|what.could|DEATH.DO*|if.thou|SHOULDST|de|PART    THEN|what.could|DEATH|do|IF*|thou|SHOULDST|de|PART    then|WHAT|could|DEATH.DO*|if.thou|SHOULDST|de|PART    then|WHAT|could|DEATH|do|IF*|thou|SHOULDST|de|PART    then.what|COULD|death*|DO|if.thou|SHOULDST|de|PART,swswswwsws,swswswwsws    swwsswwsws    swwswswsws    wswsswwsws    wswswswsws    wwswswwsws,6,1,6,1.0,1,6,1.0,10,9,0,0,0.0,0,2,0.3333333333333333,1,2,0.3333333333333333,0,0,0.0,0,2,0.3333333333333333,6.36
82,Leaving thee living in posterity?,LEA|ving.thee*|LI|ving|IN|pos|TE|ri|TY*,LEA|ving.thee*|LI|ving|IN|pos|TE|ri|TY*    LEA|ving.thee*|LI|ving|IN|pos|TE|ri.ty*    LEA|ving.thee*|LI|ving|IN|pos|TE.RI*|ty    LEA.VING*|thee|LI|ving|IN|pos|TE|ri|TY*    LEA.VING*|thee|LI|ving|IN|pos|TE|ri.ty*    LEA.VING*|thee|LI|ving|IN|pos|TE.RI*|ty    LEA|ving|THEE*|li.ving*|IN|pos|TE|ri|TY*    LEA|ving|THEE*|li.ving*|IN|pos|TE|ri.ty*    LEA|ving|THEE*|li.ving*|IN|pos|TE.RI*|ty    lea*|VING*|thee|LI|ving|IN|pos|TE|ri|TY*    lea*|VING*|thee|LI|ving|IN|pos|TE|ri.ty*    lea*|VING*|thee|LI|ving|IN|pos|TE.RI*|ty,swwswswsws,swwswswsws    swwswswsww    swwswswssw    sswswswsws    sswswswsww    sswswswssw    swswwswsws    swswwswsww    swswwswssw    wswswswsws    wswswswsww    wswswswssw,12,2,39,3.25,2,39,3.25,10,5,0,6,0.5,1,17,1.4166666666666667,0,6,0.5,0,7,0.5833333333333334,1,3,0.25,5.18
83,"Be not self-will'd, for thou art much too fair",BE|not|SELF-SELF.-WILL'D*|for.thou|ART|much|TOO|fair*,BE|not|SELF-SELF.-WILL'D*|for.thou|ART|much|TOO|fair*    BE|not|SELF-SELF.-WILL'D*|for.thou|ART|much|TOO.FAIR*    be|NOT|self-self*|-WILL'D|for.thou|ART|much|TOO|fair*    be|NOT|self-self*|-WILL'D|for.thou|ART|much|TOO.FAIR*    be.not|SELF-SELF.-WILL'D*|for.thou|ART|much|TOO|fair*    be.not|SELF-SELF.-WILL'D*|for.thou|ART|much|TOO.FAIR*,swsswwswsw,swsswwswsw    swsswwswss    wswswwswsw    wswswwswss    wwsswwswsw    wwsswwswss,6,2,12,2.0,2,12,2.0,10,9,0,0,0.0,0,0,0.0,1,5,0.8333333333333334,1,4,0.6666666666666666,0,3,0.5,7.06
84,To be death's conquest and make worms thine heir.,to|BE|death's*|CON|quest|AND*|make*|WORMS|thine|HEIR,to|BE|death's*|CON|quest|AND*|make*|WORMS|thine|HEIR    to|BE|death's*|CON|quest.and*|MAKE.WORMS*|thine|HEIR    to.be|DEATH'S.CON*|quest|AND*|make*|WORMS|thine|HEIR    to.be|DEATH'S.CON*|quest.and*|MAKE.WORMS*|thine|HEIR,wswswswsws,wswswswsws    wswswwssws    wwsswswsws    wwsswwssws,4,3,12,3.0,3,12,3.0,10,9,0,0,0.0,1,2,0.5,2,4,1.0,0,0,0.0,0,6,1.5,7.83
85,Lo! in the orient when the gracious light,LO|in.the|O|ri|ENT|when.the|GRA|cious|LIGHT,LO|in.the|O|ri|ENT|when.the|GRA|cious|LIGHT,swwswswwsws,swwswswwsws,1,0,0,0.0,0,0,0.0,11,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8.1
86,"Lifts up his burning head, each under eye",LIFTS|up.his|BUR|ning|HEAD|each|UN|der|EYE,LIFTS|up.his|BUR|ning|HEAD|each|UN|der|EYE,swwswswsws,swwswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,11.35
87,"Doth homage to his new-appearing sight,",doth|HO|mage|TO*|his|NEW-NEW|-|AP|pearing|SIGHT,doth|HO|mage|TO*|his|NEW-NEW|-|AP|pearing|SIGHT    doth|HO.MAGE*|to.his|NEW-NEW|-|AP|pearing|SIGHT,wswswswsws,wswswswsws    wsswwswsws,2,1,2,1.0,1,2,1.0,10,6,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.88
88,Serving with looks his sacred majesty;,SER|ving.with*|LOOKS|his|SA|cred|MA|jes|TY*,SER|ving.with*|LOOKS|his|SA|cred|MA|jes|TY*    SER|ving.with*|LOOKS|his|SA|cred|MA|jes.ty*    SER|ving.with*|LOOKS|his|SA|cred|MA.JES*|ty    SER.VING*|with|LOOKS|his|SA|cred|MA|jes|TY*    SER.VING*|with|LOOKS|his|SA|cred|MA|jes.ty*    SER.VING*|with|LOOKS|his|SA|cred|MA.JES*|ty    ser*|VING*|with|LOOKS|his|SA|cred|MA|jes|TY*    ser*|VING*|with|LOOKS|his|SA|cred|MA|jes.ty*    ser*|VING*|with|LOOKS|his|SA|cred|MA.JES*|ty,swwswswsws,swwswswsws    swwswswsww    swwswswssw    sswswswsws    sswswswsww    sswswswssw    wswswswsws    wswswswsww    wswswswssw,9,2,27,3.0,2,27,3.0,10,6,0,3,0.3333333333333333,1,12,1.3333333333333333,0,3,0.3333333333333333,0,6,0.6666666666666666,1,3,0.3333333333333333,5.09
89,"And having climb'd the steep-up heavenly hill,",and|HA|ving|CLIMB'D|the|STEEP-STEEP|-up*|HEA|venly|HILL,and|HA|ving|CLIMB'D|the|STEEP-STEEP|-up*|HEA|venly|HILL,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,7,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,2.94
90,"Resembling strong youth in his middle age,",re|SEM|bling|STRONG.YOUTH*|in.his|MID|dle|AGE,re|SEM|bling|STRONG.YOUTH*|in.his|MID|dle|AGE    re|SEM|bling|STRONG|youth*|IN|his|MID|dle|AGE,wswsswwsws,wswsswwsws    wswswswsws,2,1,2,1.0,1,2,1.0,10,7,0,0,0.0,0,0,0.0,0,1,0.5,0,0,0.0,1,1,0.5,4.94
91,"Yet mortal looks adore his beauty still,",yet|MOR|tal|LOOKS|a|DORE|his|BEA|uty|STILL,yet|MOR|tal|LOOKS|a|DORE|his|BEA|uty|STILL,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.79
